Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
30,21,560,-2.7010548358239426,-3.789737603056852,1617,-0.06818781891219457,1,0,0,0,0,2.4240904265312166,0.6157298178358851,5,2,-0.35315805999811556
30,21,769,-2.70307882132437,-3.7873658161111026,64,-0.0650861471859602,1,0,0,0,0,2.4240904265312166,0.8795301784980079,1,5,-0.3415341166562978
30,21,800,-2.701066275141271,-3.7865620610841324,1667,-0.05950313807873834,1,0,0,0,0,2.4240904265312166,0.3519294571737623,2,0,-0.350833271329752
30,21,970,-2.700961769128669,-3.785956405349828,1022,-0.06012347242398521,1,0,0,0,0,2.4240904265312166,1.4730809899877844,0,1,-0.29503834328902667
30,21,984,-2.7013792790090982,-3.776973142293535,1031,-0.05267946028102274,1,0,0,0,0,2.4240904265312166,0.4178795473392928,2,0,-0.3461836939930249
30,21,1022,-2.702228570604351,-3.784005942907813,29,-0.07128949063842893,1,0,0,0,0,0.2155158139394348,0.6157298178358851,5,2,-0.34385890532466135
30,111,100,-2.5926412037435234,-4.439382908984312,1673,-0.06570648153120708,1,0,0,0,0,2.4240904265312166,0.8795301784980079,1,5,-0.34850848266138845
30,111,169,-2.587861882865279,-4.429734182022684,768,-0.06818781891219457,1,0,0,0,0,2.4240904265312166,1.4071308998222534,0,1,-0.2973631319573902
30,111,218,-2.5880515775823074,-4.435800961618101,1141,-0.07066915629318206,1,0,0,0,0,1.3198031202353258,1.3411808096567228,0,1,-0.308987075299208
30,111,218,-2.587789709269284,-4.434901059094212,231,-0.06880815325744144,1,0,0,0,0,1.3198031202353258,1.2092806293256615,0,1,-0.2973631319573902
30,111,218,-2.5877937288147885,-4.4351736040383765,1170,-0.06384547849546646,1,0,0,0,0,2.4240904265312166,1.0114303588290694,1,5,-0.33920932798793424
30,111,346,-2.588155480675142,-4.43714198358502,294,-0.07066915629318206,1,0,0,0,0,1.3198031202353258,1.4071308998222534,0,1,-0.32061101864102576
30,111,389,-2.5890246980451987,-4.435931308963097,258,-0.06818781891219457,1,0,0,0,0,2.4240904265312166,1.4730809899877844,0,1,-0.2717904566053911
30,111,467,-2.5886480661249895,-4.4369943550735975,262,-0.06880815325744144,1,0,0,0,0,1.3198031202353258,1.2752307194911918,0,1,-0.31596144130429865
30,111,467,-2.5884448821634245,-4.437005711112938,258,-0.06694715022170082,1,0,0,0,0,2.4240904265312166,1.4730809899877844,0,1,-0.25086735859011905
30,111,467,-2.588498139995809,-4.437004449229846,257,-0.06384547849546646,1,0,0,0,0,2.4240904265312166,1.2752307194911918,0,1,-0.31596144130429865
30,111,561,-2.588844328567627,-4.435308089524107,257,-0.06880815325744144,1,0,0,0,0,1.3198031202353258,1.0773804489946,1,5,-0.3322349619828436
30,111,581,-2.5919609093531926,-4.438330077858319,1031,-0.0650861471859602,1,0,0,0,0,2.4240904265312166,0.8795301784980079,1,5,-0.35315805999811556
30,111,582,-2.5890236851399897,-4.436899722018085,1111,-0.058882803733491466,1,0,0,0,0,2.4240904265312166,1.2752307194911918,0,1,-0.30666228663084444
30,111,582,-2.5889915294994585,-4.4369905703328065,215,-0.06694715022170082,1,0,0,0,0,2.4240904265312166,1.143330539160131,1,5,-0.33455975065120713
30,111,585,-2.587716354191713,-4.435060800411436,257,-0.0719098249836758,1,0,0,0,0,0.2155158139394348,1.0114303588290694,1,5,-0.34850848266138845
30,111,585,-2.5876795090412323,-4.435010581280023,266,-0.058882803733491466,1,0,0,0,0,2.4240904265312166,1.0114303588290694,1,5,-0.3461836939930249
30,111,624,-2.5917769544323486,-4.426565392805197,218,-0.07004882194793519,1,0,0,0,0,1.3198031202353258,-1.7584734281232204,4,3,-0.3624572146715698
30,111,881,-2.5880679232195334,-4.431507621981048,257,-0.0557811320072571,1,0,0,0,0,2.4240904265312166,1.3411808096567228,0,1,-0.2624913019319368
30,111,1095,-2.588746609984597,-4.430498700571009,258,-0.06911832043006487,1,0,0,0,0,1.3198031202353258,1.2752307194911918,0,1,-0.308987075299208
30,111,1124,-2.5874721716859748,-4.433598899310882,258,-0.06942848760268831,1,0,0,0,0,1.3198031202353258,1.0773804489946,1,5,-0.3415341166562978
30,120,112,-2.671458895264683,-4.488365292307822,1098,-0.058882803733491466,1,0,0,0,0,2.4240904265312166,1.2092806293256615,0,1,-0.25086735859011905
30,120,112,-2.6714870313597094,-4.48912236129434,1745,-0.058882803733491466,1,0,0,0,0,2.4240904265312166,1.143330539160131,1,5,-0.3252605959777529
30,120,216,-2.6717844719390014,-4.48886495803879,995,-0.07004882194793519,1,0,0,0,0,1.3198031202353258,0.2859793670082315,2,0,-0.35315805999811556
30,120,216,-2.6717568902889925,-4.488914318653627,257,-0.06818781891219457,1,0,0,0,0,2.4240904265312166,0.9454802686635383,1,5,-0.32991017331448
30,120,440,-2.671981851712551,-4.491183527858742,236,-0.0557811320072571,1,0,0,0,0,2.4240904265312166,1.4071308998222534,0,1,-0.2276194719064835
30,120,468,-2.6721810322868618,-4.491224137055423,917,-0.06694715022170082,1,0,0,0,0,2.4240904265312166,1.2752307194911918,0,1,-0.29503834328902667
30,120,468,-2.6723927294755403,-4.491513852331069,261,-0.06973865477531174,1,0,0,0,0,1.3198031202353258,0.8135800883324771,5,2,-0.35315805999811556
30,120,468,-2.672194457380735,-4.491121024218214,257,-0.07097932346580549,1,0,0,0,0,0.2155158139394348,-1.7584734281232204,4,3,-0.3647820033399334
30,120,484,-2.6719623171120914,-4.489355659766545,916,-0.06198447545972583,1,0,0,0,0,2.4240904265312166,0.48382963750482355,2,0,-0.19507243054939366
30,120,484,-2.6717543580259697,-4.4902705022957905,1782,-0.06694715022170082,1,0,0,0,0,2.4240904265312166,0.5497797276703543,5,2,-0.34385890532466135
30,120,484,-2.67205377594093,-4.489712875340031,174,-0.0557811320072571,1,0,0,0,0,2.4240904265312166,1.0773804489946,1,5,-0.27411524527375464
30,120,674,-2.6720899511269653,-4.492150638148897,1780,-0.06012347242398521,1,0,0,0,0,2.4240904265312166,0.8135800883324771,5,2,-0.3368845393195707
30,120,792,-2.672331119033868,-4.489652309494055,935,-0.06694715022170082,1,0,0,0,0,2.4240904265312166,1.0773804489946,1,5,-0.20669637389121145
30,120,847,-2.6713727445414754,-4.487999627841068,263,-0.0650861471859602,1,0,0,0,0,2.4240904265312166,1.0773804489946,1,5,-0.2578417245952097
30,120,847,-2.6714168917738417,-4.487865293163539,1031,-0.049577788554788366,1,0,0,0,0,2.4240904265312166,1.143330539160131,1,5,-0.27876482261048174
30,120,986,-2.671265960939161,-4.492801718040561,264,-0.07035898912055862,1,0,0,0,0,1.3198031202353258,-1.7584734281232204,4,3,-0.3601324260032063
30,120,987,-2.672746908663617,-4.4949298398129125,257,-0.07128949063842893,1,0,0,0,0,0.2155158139394348,-1.7584734281232204,4,3,-0.3601324260032063
30,120,1152,-2.669927607598348,-4.4825390381680466,265,-0.06818781891219457,1,0,0,0,0,2.4240904265312166,1.143330539160131,1,5,-0.3136366526359351
30,120,1153,-2.671229785753126,-4.491499559165714,259,-0.07004882194793519,1,0,0,0,0,1.3198031202353258,1.2752307194911918,0,1,-0.22994426057484704
30,120,1154,-2.6739137754643725,-4.493683582631563,1171,-0.06694715022170082,1,0,0,0,0,2.4240904265312166,0.9454802686635383,1,5,-0.33920932798793424
216,3,38,-3.5776803051780925,0.5229234718746215,171,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.4178795473392928,2,0,-0.28341439994720885
216,3,38,-3.5773320587205255,0.5227741172452194,11,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.4178795473392928,2,0,-0.30666228663084444
216,3,38,-3.5760515777188275,0.5199084888539588,1818,-0.0743911623646633,2,0,0,0,0,-0.8887714923564561,0.48382963750482355,2,0,-0.2857391886155724
216,3,38,-3.5776288158299687,0.5234152338022091,1212,-0.0743911623646633,2,0,0,0,0,-0.8887714923564561,0.48382963750482355,2,0,-0.26016651326357326
216,3,38,-3.5773284170851314,0.5240159228591478,618,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.48382963750482355,2,0,-0.3043374979624809
216,3,38,-3.576579735434944,0.5209078203158953,1818,-0.0743911623646633,2,0,0,0,0,-0.8887714923564561,0.48382963750482355,2,0,-0.2810896112788453
216,3,38,-3.5776264041509003,0.5234334034651533,828,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.5497797276703543,5,2,-0.209021162559575
216,3,38,-3.577381517434873,0.5233896690864466,129,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.8135800883324771,5,2,-0.03698680110067176
216,3,38,-3.577298849899745,0.5224254414133181,1620,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.6816799080014159,5,2,-0.023038069090490415
216,3,38,-3.577722340744265,0.5230810028523485,1748,-0.07004882194793519,2,0,0,0,0,2.4240904265312166,0.5497797276703543,5,2,-0.24621778125339194
216,3,38,-3.577621580792762,0.5233970641392649,581,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.6157298178358851,5,2,-0.1602006005239403
216,3,38,-3.5774503515788614,0.5229246529027128,497,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.7476299981669463,5,2,-0.00908933708030907
216,3,38,-3.5760371076444146,0.5197177073930435,1818,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.8135800883324771,5,2,0.007184183598235833
216,3,38,-3.5777108129183155,0.522679362452965,35,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.5497797276703543,5,2,-0.2322690492432106
216,3,38,-3.5777132245973844,0.5236605242519573,102,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.5497797276703543,5,2,-0.22994426057484704
216,3,38,-3.5775564654578984,0.523224452341294,1125,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.6157298178358851,5,2,-0.09743130647812426
216,3,38,-3.5777228713136604,0.523051840543323,1125,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.5497797276703543,5,2,-0.24621778125339194
216,3,38,-3.5772821369637975,0.5225142002168013,1694,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.7476299981669463,5,2,0.216415163750956
216,3,38,-3.576574912076806,0.521843557957527,1098,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.6816799080014159,5,2,-0.09278172914139714
216,3,1034,-3.5684523769723384,0.5156931270508804,24,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.48382963750482355,2,0,-0.3182862299726622
14,7,64,2.1112394399137853,-5.121037519339288,222,-0.07315049367416955,2,0,0,0,0,0.2155158139394348,0.5497797276703543,5,2,-0.30666228663084444
216,8,76,-3.5573435320270717,0.7362000656946228,101,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,1.2092806293256615,0,1,3.868658161750105
216,8,76,-3.5570330765805167,0.7357913391266905,1738,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.2092806293256615,0,1,1.608963576100727
216,8,76,-3.558574139505622,0.7368542644089326,1212,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.2752307194911918,0,1,1.7670492055494489
216,8,76,-3.556393981627226,0.7332839256403767,1122,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.8135800883324771,5,2,0.6558002220716684
216,8,76,-3.557277210852674,0.7362181445092526,270,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.6816799080014159,5,2,0.30708192181713473
216,8,76,-3.5574817453545173,0.7363266173970299,282,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0773804489946,1,5,0.9324500736069318
216,8,76,-3.557377946687387,0.7362364958688258,35,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0114303588290694,1,5,1.0603134503669274
216,8,76,-3.557230737797014,0.7362103315541862,78,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.8795301784980079,1,5,0.4558683965924024
216,8,76,-3.5564193042574503,0.7331362971289546,78,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.9454802686635383,1,5,0.5349112113167634
216,8,76,-3.557559985046875,0.734706110583185,6,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,1.0773804489946,1,5,1.3904334412745527
216,8,76,-3.5574243715094656,0.7363920281836295,1028,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0114303588290694,1,5,1.4950489313509128
216,8,76,-3.5578889091317407,0.7366812892177026,1662,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.9454802686635383,1,5,0.44889403058731175
216,8,76,-3.5580483934685754,0.7362364958688258,1031,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.9454802686635383,1,5,0.7139199387807574
216,8,76,-3.557367118248367,0.7361550049305211,140,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.0114303588290694,1,5,0.9138517642600233
216,8,76,-3.557472122755032,0.7364337275600866,1230,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.9454802686635383,1,5,0.8975782435814784
216,8,76,-3.5573772231836664,0.7363335218689487,1027,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.9454802686635383,1,5,0.7162447274491209
216,8,76,-3.5575607519608194,0.7343379477877761,217,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.143330539160131,1,5,0.9045526095865691
216,8,76,-3.557298361278109,0.7362364958688258,1104,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.143330539160131,1,5,2.187835954523253
216,8,76,-3.557358195035812,0.7362331344811812,300,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.0114303588290694,1,5,0.9812706356425664
216,8,76,-3.557453248954638,0.736383915429125,779,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.9454802686635383,1,5,0.5046889586280371
216,10,80,-3.5261901129667876,0.692056960419754,585,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,1.2752307194911918,0,1,1.3020914718767373
216,10,80,-3.5257873625622613,0.6926928986228049,37,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,1.4730809899877844,0,1,0.9092021869232962
216,10,80,-3.523380506851377,0.692456693004529,1029,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.2092806293256615,0,1,1.1021596463974714
216,10,80,-3.5233419199862728,0.6922295722177247,787,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.8135800883324771,5,2,0.50003938129131
216,10,80,-3.523453001924191,0.6925424538136258,29,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.8135800883324771,5,2,0.1025005190011417
216,10,80,-3.5232736935854096,0.6929362812579439,277,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.7476299981669463,5,2,0.40704783455676774
216,10,80,-3.5248926296276544,0.686288092434938,168,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.5497797276703543,5,2,0.34195375184258814
216,10,80,-3.5234997402645485,0.6926139514373119,6,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,1.0773804489946,1,5,0.4907402266178558
216,10,80,-3.526419222478345,0.6930199525558023,778,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.9454802686635383,1,5,0.6348771240563964
216,10,80,-3.5234311521118262,0.692574795813667,1104,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.143330539160131,1,5,0.6418514900614871
216,10,80,-3.5233660367769626,0.6924476081730565,1212,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.8795301784980079,1,5,0.5186376906382185
216,10,80,-3.5253219085019394,0.6957999109862806,220,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.8795301784980079,1,5,0.6953216294338489
216,10,80,-3.524829925971859,0.6932107340167174,1228,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,1.0114303588290694,1,5,1.1393562650912885
216,10,80,-3.526052357858365,0.6916118945259337,1743,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.8795301784980079,1,5,0.47214191727094734
216,10,80,-3.526046601180428,0.6980063258362589,995,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.8795301784980079,1,5,0.16294502437859418
216,10,317,-3.527571836255803,0.6986200243718658,924,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.8135800883324771,5,2,0.30940671048549834
216,10,317,-3.527146609002353,0.6975213957019385,1819,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.9454802686635383,1,5,0.26291093711822716
216,10,317,-3.5275113272279612,0.6965258798692199,326,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.8795301784980079,1,5,0.39309910254658637
216,10,317,-3.5273067203757456,0.6982800699781776,1795,-0.07221999215629923,2,0,0,0,0,1.3198031202353258,1.0773804489946,1,5,0.3721760045313144
216,10,384,-3.528920133672921,0.6907214901933479,1212,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0114303588290694,1,5,0.33265459716913387
14,12,92,1.2506465525491575,-5.41809424729884,1270,-0.07315049367416955,2,0,0,0,0,0.2155158139394348,0.3519294571737623,2,0,-0.31596144130429865
14,15,110,1.9910648159276878,-5.652111520454595,1619,-0.07315049367416955,2,0,0,0,0,0.2155158139394348,1.2752307194911918,0,1,0.18619291106222977
216,20,128,-4.34894407408009,1.613413313830925,18,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.2092806293256615,0,1,1.6787072361516338
216,20,128,-4.348981840974311,1.6136193578087135,1098,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.2752307194911918,0,1,1.0649630277036546
216,20,128,-4.3489537207963656,1.6135132469771187,282,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.2092806293256615,0,1,1.6787072361516338
216,20,128,-4.349052599638196,1.6135859256288958,98,-0.07004882194793519,2,0,0,0,0,2.4240904265312166,0.8135800883324771,5,2,0.5163129019698549
216,20,128,-4.348973014228918,1.6134314834938692,826,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0773804489946,1,5,0.3396289631742246
216,20,128,-4.348537320288309,1.611908411497563,1169,-0.07004882194793519,2,0,0,0,0,2.4240904265312166,0.9454802686635383,1,5,0.8859543002396606
216,20,128,-4.349047776280058,1.6116599413567996,35,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0114303588290694,1,5,0.41169741189349485
216,20,128,-4.348951309117297,1.6136767739436177,18,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.0773804489946,1,5,0.9254757076018412
216,20,128,-4.348739298410339,1.6130934369147905,29,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.143330539160131,1,5,1.5485190707232745
216,20,128,-4.350405551595918,1.6139038947304212,1618,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.9454802686635383,1,5,0.9138517642600233
216,20,128,-4.348966864447292,1.6136399803761554,29,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.143330539160131,1,5,1.146330631096379
216,20,128,-4.348874135387088,1.6135223318085912,1618,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0773804489946,1,5,0.5883813506891252
216,20,128,-4.350014859586736,1.6138948098989494,1212,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.143330539160131,1,5,1.1695785177800146
216,20,128,-4.349987487029303,1.6126263766439761,1108,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.143330539160131,1,5,0.47214191727094734
216,20,128,-4.348948897438228,1.6136313497862567,1786,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.8795301784980079,1,5,0.42564614390367617
216,20,128,-4.348973014228918,1.6135768407974238,1129,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.9454802686635383,1,5,0.5488599433269448
216,20,128,-4.3508712227073545,1.6139106175057105,268,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0773804489946,1,5,0.616278814709488
216,20,128,-4.35084240314248,1.6114061111654683,257,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.8795301784980079,1,5,0.6465010673982142
216,20,664,-4.352450751913611,1.6138955366854666,16,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.8795301784980079,1,5,0.4930650152862194
216,20,698,-4.357650235519261,1.6101336896694785,6,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,1.143330539160131,1,5,0.7673900781531192
216,23,163,-3.7564355253654345,1.468428488366862,82,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.6816799080014159,5,2,-0.13695271384030475
216,23,163,-3.7564138202538135,1.4693551411770218,1098,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.9454802686635383,1,5,0.4837658606127651
216,23,163,-3.7583938087694815,1.464512926002365,1212,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,0.9454802686635383,1,5,0.07692784364914255
216,23,163,-3.7561654173097048,1.4690644265699129,22,-0.0719098249836758,2,0,0,0,0,1.3198031202353258,0.9454802686635383,1,5,0.6325523353880329
216,23,163,-3.756462053835194,1.4677107866805619,12,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.143330539160131,1,5,0.6348771240563964
216,23,163,-3.7568301291180664,1.46875869473638,995,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,1.0114303588290694,1,5,0.06762868897568833
216,23,163,-3.758678386899626,1.4635226793719007,587,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0114303588290694,1,5,0.14667150370004928
216,23,163,-3.7565754027514386,1.4710540046623135,497,-0.07377082801941642,2,0,0,0,0,-0.8887714923564561,1.0114303588290694,1,5,0.4419196645822211
216,23,219,-3.754896078265306,1.4368646949899078,78,-0.07284032650154611,2,0,0,0,0,0.2155158139394348,0.7476299981669463,5,2,0.00950897226659939
